Order ID,Order Date,Ship Date,Customer ID,Product ID,Sales,Quantity,Profit,Shipping Cost,Discount,Order Priority,Ship Mode
ES-2014-JH1591045-41996,2014-12-23,2014-12-28,JH-1591045,TEC-AC-5216,225.36,8,8.88,26.02,0,Medium,Standard Class
MX-2015-CK1232536-42235,2015-08-19,2015-08-21,CK-1232536,FUR-CH-4547,159.3,2,3.98,26.012,0.2,High,First Class
ID-2015-LW172157-42293,2015-10-16,2015-10-20,LW-172157,OFF-EN-3096,197.64,5,-21.96,26,0.1,High,Standard Class
ES-2015-PT19090139-42223,2015-08-07,2015-08-12,PT-19090139,OFF-BI-2900,283.99,6,44.05,26,0.1,Medium,Second Class
ES-2015-CM1193548-42244,2015-08-28,2015-09-02,CM-1193548,OFF-ST-5710,167.83,3,55.87,25.99,0.1,High,Standard Class
ES-2014-DK1298548-41711,2014-03-13,2014-03-18,DK-1298548,OFF-BI-4818,258.9,5,46.5,25.99,0,Medium,Second Class
MZ-2014-BM157587-41842,2014-07-22,2014-07-26,BM-157587,OFF-ST-4284,231.48,4,60.12,25.98,0,High,Standard Class
IR-2015-BD172560-42221,2015-08-05,2015-08-08,BD-172560,OFF-ST-4263,105.72,4,43.32,25.98,0,Critical,First Class
ID-2015-CS11845118-42168,2015-06-13,2015-06-17,CS-11845118,TEC-MA-5574,399.74,3,-48.02,25.98,0.5,Medium,Standard Class
ID-2013-GR1456059-41320,2013-02-15,2013-02-19,GR-1456059,TEC-CO-4581,273.2,2,-14.74,25.98,0.07,Medium,Standard Class
IT-2015-TG21640120-42262,2015-09-15,2015-09-21,TG-21640120,FUR-CH-5794,211.97,2,-23.89,25.98,0.2,Medium,Standard Class
GH-2012-CC267049-41122,2012-08-01,2012-08-05,CC-267049,OFF-AR-5932,280.44,6,131.76,25.97,0,High,Standard Class
IN-2013-KB1660058-41537,2013-09-20,2013-09-25,KB-1660058,FUR-CH-5802,171.42,2,34.26,25.97,0,Medium,Second Class
IN-2014-MH1729058-41956,2014-11-13,2014-11-15,MH-1729058,FUR-CH-5795,134.91,1,39.12,25.97,0,Medium,Second Class
CA-2015-CK12595140-42326,2015-11-18,2015-11-22,CK-125951408,TEC-AC-5609,431.16,5,107.79,7.04,0.2,Medium,Standard Class
MX-2013-TH2111518-41639,2013-12-31,2014-01-01,TH-2111518,OFF-EN-4924,134.46,9,33.48,25.968,0,Medium,First Class
MX-2015-MP1796582-42342,2015-12-04,2015-12-10,MP-1796582,TEC-AC-4155,222.56,4,13.28,25.962,0,Low,Standard Class
IN-2012-BD117257-41151,2012-08-30,2012-09-03,BD-117257,TEC-CO-6002,446.58,4,14.82,25.96,0.1,High,Standard Class
IN-2012-MA175607-41168,2012-09-16,2012-09-19,MA-175607,OFF-LA-3311,62.21,8,-4.99,25.96,0.1,Critical,First Class
MX-2014-AA1064531-41810,2014-06-20,2014-06-22,AA-1064531,TEC-CO-4776,598.68,3,196.74,25.95,0.002,High,Second Class
CA-2013-CK12595140-41466,2013-07-11,2013-07-13,CK-125951406,FUR-FU-5170,25.34,6,3.48,5.57,0.2,High,First Class
ES-2014-JH1618014-41724,2014-03-26,2014-03-30,JH-1618014,OFF-ST-5692,283.2,2,48.12,25.95,0,Medium,Second Class
US-2014-CK12595140-41797,2014-06-07,2014-06-08,CK-125951408,OFF-PA-6461,59.94,3,28.17,5.47,0,High,First Class
ID-2012-RF1973597-40962,2012-02-23,2012-02-26,RF-1973597,FUR-CH-4560,160.22,2,-28.06,25.95,0.2,High,Second Class
ES-2015-CR12730120-42216,2015-07-31,2015-08-03,CR-12730120,FUR-CH-5439,157.97,3,39.44,25.94,0.2,Medium,First Class
IN-2013-SC202307-41576,2013-10-29,2013-11-03,SC-202307,FUR-CH-4564,164.13,1,43.74,25.94,0.1,Medium,Second Class
US-2014-CK12595140-41797,2014-06-07,2014-06-08,CK-125951408,TEC-AC-4945,26.85,3,5.1,5.11,0,High,First Class
US-2012-LB167355-41172,2012-09-20,2012-09-20,LB-167355,OFF-ST-4056,306.94,6,-35.9,25.931,0.4,High,Same Day
CA-2015-CK12595140-42059,2015-02-24,2015-03-02,CK-125951404,OFF-PA-3115,37.44,6,16.85,3.82,0,Medium,Standard Class
IN-2015-CS1225058-42315,2015-11-07,2015-11-12,CS-1225058,OFF-PA-4169,315,14,91.14,25.92,0,Medium,Standard Class
US-2014-CK12595140-41797,2014-06-07,2014-06-08,CK-125951408,OFF-BI-6317,64.14,3,30.79,3.3,0,High,First Class
IN-2014-KT1646558-41902,2014-09-20,2014-09-22,KT-1646558,FUR-FU-5718,250.8,5,85.2,25.92,0,High,First Class
ID-2012-LC169307-41131,2012-08-10,2012-08-13,LC-169307,FUR-CH-4684,478.33,4,-31.91,25.92,0.1,Medium,Second Class
IT-2015-TB21625124-42127,2015-05-03,2015-05-03,TB-21625124,TEC-CO-4568,132.56,1,-42.44,25.92,0.5,High,Same Day
ID-2014-VT2170097-41912,2014-09-30,2014-10-06,VT-2170097,TEC-AC-3403,641.4,5,-423.45,25.91,0.5,Medium,Standard Class
ES-2014-CS1213045-41769,2014-05-10,2014-05-13,CS-1213045,FUR-FU-3038,136.8,8,32.64,25.9,0,High,First Class
US-2012-SW2027555-40996,2012-03-28,2012-04-01,SW-2027555,FUR-BO-5961,391.86,5,-45.74,25.894,0.4,Medium,Standard Class
IT-2015-TS21610139-42173,2015-06-18,2015-06-18,TS-21610139,OFF-AR-3538,133.2,5,11.85,25.89,0,High,Same Day
US-2012-EM14140143-41049,2012-05-20,2012-05-23,EM-14140143,TEC-AC-5201,116.54,4,1.9,25.882,0.4,Medium,First Class
IN-2012-BW111107-40955,2012-02-16,2012-02-21,BW-111107,FUR-CH-5454,476.36,3,15.83,25.88,0.1,Medium,Standard Class
IN-2015-CS1246011-42074,2015-03-11,2015-03-13,CS-1246011,OFF-EN-3661,231.15,5,85.5,25.88,0,High,Second Class
ES-2015-DK13225120-42259,2015-09-12,2015-09-16,DK-13225120,TEC-AC-3378,293.58,7,108.57,25.88,0,Medium,Second Class
US-2014-CK12595140-41797,2014-06-07,2014-06-08,CK-125951408,OFF-BI-3250,11.67,3,5.6,3.02,0,High,First Class
ES-2015-BE11455124-42040,2015-02-05,2015-02-09,BE-11455124,OFF-ST-5693,283.26,4,-136.02,25.87,0.5,High,Standard Class
ES-2012-SC2057545-41171,2012-09-19,2012-09-22,SC-2057545,FUR-CH-5406,152.5,2,6.76,25.87,0.1,Critical,Second Class
TU-2014-TB11625134-41971,2014-11-28,2014-11-28,TB-11625134,OFF-PA-6608,84,8,-56.88,25.87,0.6,Critical,Same Day
MX-2013-NM1844593-41343,2013-03-10,2013-03-15,NM-1844593,TEC-AC-5220,421.96,14,143.36,25.864,0,Medium,Standard Class
IN-2013-CW1190558-41527,2013-09-10,2013-09-12,CW-1190558,OFF-AR-5923,232.08,8,48.72,25.86,0,Medium,Second Class
CA-2014-CK12595140-41711,2014-03-13,2014-03-17,CK-125951406,OFF-FA-6129,29.34,3,13.5,2.92,0,Medium,Second Class
IN-2012-NW1840078-40946,2012-02-07,2012-02-12,NW-1840078,OFF-ST-5709,185.04,3,48.06,25.86,0,Medium,Second Class
IN-2012-JK1532527-41030,2012-05-01,2012-05-02,JK-1532527,OFF-SU-2979,80.73,3,30.6,25.85,0,Critical,First Class
MO-2014-LC696086-41660,2014-01-21,2014-01-26,LC-696086,TEC-AC-3405,517.92,2,243.42,25.85,0,Medium,Standard Class
ES-2015-RB19795139-42019,2015-01-15,2015-01-20,RB-19795139,TEC-PH-5336,336.06,2,57.12,25.85,0,Medium,Standard Class
CA-2014-CK12595140-41738,2014-04-09,2014-04-15,CK-125951404,FUR-FU-3830,24.7,5,10.37,2.3,0,Low,Standard Class
CA-2013-CK12595140-41466,2013-07-11,2013-07-13,CK-125951406,OFF-BI-2869,6.48,4,-4.75,1.85,0.7,High,First Class
IN-2015-RD1972027-42144,2015-05-20,2015-05-25,RD-1972027,TEC-AC-5862,287.28,7,48.72,25.83,0,Medium,Standard Class
ES-2012-TG2131045-41137,2012-08-16,2012-08-22,TG-2131045,FUR-FU-3932,219.75,5,8.7,25.83,0,Low,Standard Class
MX-2015-SH2063582-42234,2015-08-18,2015-08-24,SH-2063582,TEC-AC-3386,512.28,9,86.94,25.825,0,Medium,Standard Class
IN-2012-MZ1733527-41116,2012-07-26,2012-08-02,MZ-1733527,TEC-CO-4790,359.85,1,79.14,25.82,0,Medium,Standard Class
KZ-2012-MM805568-41109,2012-07-19,2012-07-19,MM-805568,TEC-CO-4578,383.9,4,-831.82,25.82,0.7,Medium,Same Day
EN-2014-MM828042-41753,2014-04-24,2014-04-27,MM-828042,FUR-FU-4103,171.18,6,35.82,25.82,0,Medium,Second Class
IN-2014-NC1862592-41801,2014-06-11,2014-06-14,NC-1862592,OFF-EN-3101,153,4,73.44,25.82,0,Medium,Second Class
ES-2015-SC20050139-42091,2015-03-28,2015-04-01,SC-20050139,TEC-PH-5248,520.38,3,150.84,25.82,0,Medium,Standard Class
MX-2012-AG1030093-40927,2012-01-19,2012-01-24,AG-1030093,FUR-BO-4856,226.4,2,33.96,25.814,0,Medium,Standard Class
ES-2012-AA10480139-41250,2012-12-07,2012-12-07,AA-10480139,TEC-CO-3594,191.49,1,47.85,25.81,0,High,Same Day
CA-2012-CK12595140-41268,2012-12-25,2012-12-29,CK-125951404,OFF-SU-2983,11.91,3,0.12,1.64,0,Medium,Standard Class
ID-2014-EH1418559-41982,2014-12-09,2014-12-13,EH-1418559,FUR-CH-4699,297.18,5,44.73,25.81,0.27,Medium,Standard Class
IN-2015-FO1430527-42076,2015-03-13,2015-03-15,FO-1430527,FUR-FU-4035,113.16,2,53.16,25.81,0,High,First Class
IN-2015-JG153107-42350,2015-12-12,2015-12-15,JG-153107,OFF-AR-3452,155.52,9,44.82,25.81,0.1,High,Second Class
SA-2015-LW7125110-42167,2015-06-12,2015-06-16,LW-7125110,FUR-CH-5774,459,1,215.73,25.81,0,Medium,Standard Class
CA-2015-CK12595140-42323,2015-11-15,2015-11-18,CK-125951406,OFF-BI-5645,3.65,2,-2.8,1.6,0.7,High,Second Class
RS-2014-JL5130108-41977,2014-12-04,2014-12-09,JL-5130108,FUR-BO-5788,389.79,1,11.67,25.8,0,Medium,Standard Class
IN-2015-JK1573058-42122,2015-04-28,2015-05-01,JK-1573058,TEC-CO-5996,168.6,1,79.23,25.8,0,High,Second Class
IR-2012-JS594060-41135,2012-08-14,2012-08-21,JS-594060,TEC-MA-5498,172.98,1,20.73,25.8,0,Low,Standard Class
ID-2014-TH2110059-41842,2014-07-22,2014-07-25,TH-2110059,TEC-CO-3599,691.64,5,-15.01,25.8,0.07,High,Second Class
US-2013-CR1262582-41531,2013-09-14,2013-09-17,CR-1262582,FUR-TA-3415,336.8,2,-33.68,25.797,0.2,Medium,First Class
AG-2015-CC21003-42309,2015-11-01,2015-11-04,CC-21003,TEC-CO-5990,481.68,2,178.2,25.79,0,Medium,Second Class
ID-2014-EM1406559-41730,2014-04-01,2014-04-07,EM-1406559,FUR-CH-5802,375.41,6,-36.07,25.79,0.27,Medium,Standard Class
ES-2013-SC20020139-41349,2013-03-16,2013-03-16,SC-20020139,OFF-BI-3255,173.88,4,3.84,25.79,0.1,Medium,Same Day
IN-2015-AC104507-42361,2015-12-23,2015-12-28,AC-104507,FUR-TA-3354,379.04,2,63.14,25.78,0.4,Medium,Standard Class
US-2015-CK12595140-42034,2015-01-30,2015-02-03,CK-125951402,OFF-BI-4336,12.13,4,-20.62,1.41,0.8,Medium,Standard Class
CA-2013-CK12595140-41499,2013-08-13,2013-08-17,CK-125951408,OFF-FA-6129,5.64,3,2.71,1.32,0,Medium,Standard Class
IN-2013-TB21055113-41562,2013-10-15,2013-10-21,TB-21055113,FUR-BO-5961,587.79,3,58.77,25.77,0,Medium,Standard Class
MX-2014-AG1052539-41776,2014-05-17,2014-05-23,AG-1052539,OFF-ST-4267,415.62,3,8.28,25.76,0,Medium,Standard Class
IN-2015-DB136157-42342,2015-12-04,2015-12-09,DB-136157,OFF-ST-4259,274.68,2,137.34,25.76,0,Medium,Second Class
US-2015-EM138255-42232,2015-08-16,2015-08-21,EM-138255,OFF-ST-4056,204.62,4,-23.94,25.76,0.4,Medium,Standard Class
EG-2013-RA928538-41488,2013-08-02,2013-08-04,RA-928538,FUR-CH-4522,74.49,1,28.29,25.76,0,Critical,Second Class
ES-2015-AH1021045-42237,2015-08-21,2015-08-27,AH-1021045,OFF-AR-3553,244.35,5,70.8,25.75,0,Low,Standard Class
ID-2015-DB1306059-42299,2015-10-22,2015-10-26,DB-1306059,TEC-PH-5832,162.4,3,-23.54,25.75,0.17,High,Standard Class
IN-2015-GM1469527-42163,2015-06-08,2015-06-11,GM-1469527,TEC-AC-5131,88.26,2,28.2,25.75,0,Critical,Second Class
TU-2015-KH6690134-42101,2015-04-07,2015-04-09,KH-6690134,FUR-CH-4703,130.92,2,-147.3,25.75,0.6,High,First Class
AG-2015-MO78003-42217,2015-08-01,2015-08-04,MO-78003,OFF-AP-3575,519.33,1,98.67,25.75,0,Medium,Second Class
IT-2013-JL1517591-41348,2013-03-15,2013-03-17,JL-1517591,OFF-AR-3526,107.82,4,-58.26,25.74,0.5,Critical,Second Class
US-2015-CL1270018-42284,2015-10-07,2015-10-09,CL-1270018,FUR-BO-5778,159.41,3,-47.83,25.736,0.6,Medium,First Class
CA-2013-CK12595140-41466,2013-07-11,2013-07-13,CK-125951406,OFF-BI-2935,2.5,3,-2,1.17,0.7,High,First Class
CA-2012-CK12595140-41268,2012-12-25,2012-12-29,CK-125951404,FUR-FU-4092,3.48,2,1.11,1.1,0,Medium,Standard Class
IN-2013-PO1885058-41500,2013-08-14,2013-08-19,PO-1885058,TEC-MA-4211,346.32,3,13.77,25.73,0,Medium,Standard Class
IN-2015-TS2150527-42286,2015-10-09,2015-10-13,TS-2150527,OFF-ST-6275,214.92,4,36.48,25.73,0,High,Standard Class
MX-2015-SC2069539-42360,2015-12-22,2015-12-24,SC-2069539,FUR-FU-6268,103.68,3,43.5,25.726,0,High,First Class
MX-2013-ES1408018-41619,2013-12-11,2013-12-16,ES-1408018,TEC-AC-5206,341.6,5,88.8,25.723,0,Medium,Standard Class
IT-2015-TC2129548-42115,2015-04-21,2015-04-25,TC-2129548,OFF-AP-4957,558.58,2,-18.62,25.72,0.1,Medium,Standard Class
MX-2014-MA1756082-41998,2014-12-25,2014-12-31,MA-1756082,OFF-ST-4081,656.6,5,223.2,25.714,0,Medium,Standard Class
IN-2012-BD115007-41245,2012-12-02,2012-12-05,BD-115007,OFF-SU-4994,335.58,9,81.78,25.71,0.1,Medium,Second Class
IN-2013-JK1573059-41574,2013-10-27,2013-10-29,JK-1573059,TEC-PH-5356,4242.36,8,459.96,25.704,0.17,High,First Class
ES-2013-SK1999045-41471,2013-07-16,2013-07-19,SK-1999045,TEC-PH-5826,186.89,3,59.36,25.7,0.15,High,First Class
CA-2013-CK12595140-41466,2013-07-11,2013-07-13,CK-125951406,OFF-AR-5312,11.12,5,0.83,1.07,0.2,High,First Class
NI-2014-PJ901595-41767,2014-05-08,2014-05-14,PJ-901595,FUR-CH-5441,281.95,2,-554.51,25.69,0.7,Medium,Standard Class
US-2014-CK12595140-41797,2014-06-07,2014-06-08,CK-125951408,OFF-PA-6595,12.96,2,6.22,1.03,0,High,First Class
US-2015-JD1601536-42071,2015-03-08,2015-03-08,JD-1601536,FUR-BO-3894,149.51,3,-32.41,25.69,0.4,High,Same Day
MX-2012-SS2087518-41150,2012-08-29,2012-09-05,SS-2087518,TEC-PH-5830,221.7,5,68.7,25.689,0,Low,Standard Class
MX-2012-BS1175582-41227,2012-11-14,2012-11-14,BS-1175582,TEC-PH-5829,136.14,3,10.86,25.683,0,High,Same Day
MX-2013-SL2015518-41445,2013-06-20,2013-06-24,SL-2015518,FUR-FU-3940,293.44,4,67.44,25.671,0,Medium,Standard Class
ES-2013-AJ10795120-41601,2013-11-23,2013-11-28,AJ-10795120,OFF-ST-4296,304.88,6,50.72,25.67,0.1,Medium,Standard Class
CA-2012-CC12610140-41147,2012-08-26,2012-08-28,CC-126101408,FUR-TA-3561,1202.94,3,300.74,237.41,0,Critical,First Class
CA-2012-CC12610140-41147,2012-08-26,2012-08-28,CC-126101408,TEC-PH-4381,579.95,5,168.19,187.03,0,Critical,First Class
CA-2014-CC12610140-41923,2014-10-11,2014-10-13,CC-126101404,FUR-CH-4420,120.78,1,13.59,15.39,0.2,Medium,First Class
MX-2014-JD1606051-41786,2014-05-27,2014-06-01,JD-1606051,TEC-PH-5815,444.88,4,17.76,25.67,0,Medium,Standard Class
US-2014-RH1949536-41760,2014-05-01,2014-05-01,RH-1949536,OFF-PA-5886,66.62,4,13.26,25.668,0.2,Critical,Same Day
ES-2015-BB1099048-42318,2015-11-10,2015-11-10,BB-1099048,OFF-PA-4176,97.92,3,20.52,25.66,0,High,Same Day
IN-2014-GH1441058-41865,2014-08-14,2014-08-16,GH-1441058,TEC-MA-5575,363.06,3,32.67,25.66,0,Medium,Second Class
IR-2014-HJ487560-41769,2014-05-10,2014-05-11,HJ-487560,TEC-CO-6000,295.65,1,26.58,25.66,0,Medium,First Class
UG-2013-MY7380136-41420,2013-05-26,2013-05-29,MY-7380136,TEC-PH-3150,75.69,2,-121.11,25.66,0.7,Critical,First Class
MX-2015-TG2164093-42181,2015-06-26,2015-06-30,TG-2164093,OFF-BI-3256,234.92,7,32.76,25.652,0,High,Standard Class
CA-2015-CC12610140-42335,2015-11-27,2015-12-01,CC-126101406,OFF-AP-4292,213.14,7,23.98,10.78,0.2,Medium,Standard Class
IN-2013-JW1522059-41619,2013-12-11,2013-12-15,JW-1522059,TEC-CO-4568,730.62,3,102.06,25.65,0.07,High,Standard Class
ES-2015-AJ1078045-42030,2015-01-26,2015-01-31,AJ-1078045,FUR-FU-4065,581.55,5,261.6,25.64,0,Medium,Standard Class
CA-2012-CC12610140-41147,2012-08-26,2012-08-28,CC-126101408,FUR-FU-5174,29.12,4,12.52,7.96,0,Critical,First Class
IN-2015-CM119357-42217,2015-08-01,2015-08-07,CM-119357,OFF-AP-4956,371.7,2,43.32,25.64,0.4,Medium,Standard Class
ID-2015-CS121757-42039,2015-02-04,2015-02-11,CS-121757,FUR-CH-4701,299.05,2,-3.35,25.64,0.1,Medium,Standard Class
CA-2013-CC12610140-41485,2013-07-30,2013-08-03,CC-126101402,OFF-ST-4089,61.79,4,6.18,7.19,0.2,Medium,Second Class
IN-2012-RR193157-41081,2012-06-21,2012-06-26,RR-193157,TEC-AC-3386,384.21,5,110.91,25.64,0.1,High,Standard Class
MO-2015-ST1053086-42046,2015-02-11,2015-02-16,ST-1053086,FUR-BO-5969,387.63,1,3.87,25.64,0,Medium,Standard Class
SA-2014-Dl3600110-41903,2014-09-21,2014-09-25,Dl-3600110,OFF-ST-4057,255.84,2,46.02,25.63,0,Medium,Standard Class
ES-2014-JK15370120-41954,2014-11-11,2014-11-13,JK-15370120,FUR-CH-4518,307.73,6,100.01,25.63,0.2,High,Second Class
ES-2015-JS15940120-42052,2015-02-17,2015-02-22,JS-15940120,FUR-FU-3931,342.51,7,30.66,25.63,0,Medium,Standard Class
ES-2013-ML1826514-41359,2013-03-26,2013-03-26,ML-1826514,TEC-AC-5200,207.45,3,4.14,25.63,0,High,Same Day
SL-2012-SH9975112-40934,2012-01-26,2012-01-30,SH-9975112,OFF-AP-4954,284.88,4,59.76,25.63,0,Medium,Standard Class
CA-2013-CC12610140-41524,2013-09-07,2013-09-09,CC-126101408,OFF-AR-3515,140.74,4,12.31,7.1,0.2,High,Second Class
ES-2013-CD11920120-41419,2013-05-25,2013-05-26,CD-11920120,OFF-PA-5850,96.66,2,3.84,25.62,0,Critical,First Class
IN-2012-MW182357-41052,2012-05-23,2012-05-27,MW-182357,TEC-AC-5116,252.94,4,87.1,25.62,0.1,High,Standard Class
IT-2015-TB2117564-42284,2015-10-07,2015-10-08,TB-2117564,OFF-EN-3090,109.08,6,31.5,25.62,0,Critical,First Class
MX-2014-AG1090018-41880,2014-08-29,2014-09-03,AG-1090018,TEC-CO-4778,170.78,2,57.82,25.611,0.002,High,Standard Class
MX-2012-JK1520539-41068,2012-06-08,2012-06-12,JK-1520539,TEC-AC-3405,345.28,2,117.36,25.61,0,Medium,Standard Class
CA-2014-CC12610140-41923,2014-10-11,2014-10-13,CC-126101404,FUR-BO-3650,90.88,3,-190.85,5.94,0.7,Medium,First Class
ES-2014-KW16435120-41984,2014-12-11,2014-12-15,KW-16435120,TEC-CO-3609,378.45,1,34.05,25.61,0,Medium,Standard Class
MX-2014-CS1246051-41948,2014-11-05,2014-11-11,CS-1246051,OFF-EN-5030,295.92,9,133.02,25.606,0,Medium,Standard Class
US-2014-SC208455-41669,2014-01-30,2014-02-04,SC-208455,FUR-BO-3647,249.72,5,-33.38,25.606,0.4,Medium,Second Class
ES-2015-BF1127548-42363,2015-12-25,2015-12-29,BF-1127548,OFF-BI-2901,408.72,8,118.32,25.6,0,Medium,Standard Class
IN-2014-CM1193592-41685,2014-02-15,2014-02-19,CM-1193592,TEC-AC-3386,170.76,2,61.44,25.6,0,High,Second Class
TU-2012-JF5190134-41195,2012-10-13,2012-10-17,JF-5190134,OFF-AP-4744,910.75,4,-637.61,25.6,0.6,Medium,Standard Class
ES-2013-KM1637545-41518,2013-09-01,2013-09-05,KM-1637545,TEC-MA-5512,453.75,2,-74.79,25.6,0.15,Medium,Second Class
BU-2014-MH745519-41670,2014-01-31,2014-02-04,MH-745519,TEC-PH-3801,153.12,1,4.59,25.6,0,High,Standard Class
MX-2013-KC1667518-41457,2013-07-02,2013-07-06,KC-1667518,FUR-CH-5808,340.38,3,112.32,25.594,0,Medium,Standard Class
MX-2012-GM1450093-41245,2012-12-02,2012-12-04,GM-1450093,FUR-FU-6258,63.3,5,24,25.59,0,Critical,Second Class
ES-2013-TS2108545-41409,2013-05-15,2013-05-19,TS-2108545,OFF-AR-3492,139.65,5,15.3,25.59,0,High,Second Class
MX-2014-JM1558039-41879,2014-08-28,2014-09-03,JM-1558039,FUR-CH-4684,354.32,4,63.76,25.589,0,Medium,Standard Class
MX-2015-TS2116082-42189,2015-07-04,2015-07-06,TS-2116082,FUR-BO-4847,151.94,2,17.06,25.581,0.2,Medium,First Class
CA-2015-CC12610140-42335,2015-11-27,2015-12-01,CC-126101406,OFF-AP-4606,52.27,3,9.8,4.12,0.2,Medium,Standard Class
IT-2014-BG1174045-41866,2014-08-15,2014-08-19,BG-1174045,FUR-CH-4523,194.8,7,-190.13,25.58,0.6,High,Standard Class
IN-2012-LW16825113-40991,2012-03-23,2012-03-25,LW-16825113,OFF-ST-6274,109.38,2,14.16,25.58,0,Critical,Second Class
ES-2015-MG17875139-42244,2015-08-28,2015-08-30,MG-17875139,OFF-ST-4096,242.25,5,0,25.58,0,High,Second Class
IN-2015-JL1523527-42322,2015-11-14,2015-11-18,JL-1523527,OFF-ST-4078,593.73,3,11.79,25.57,0,Medium,Standard Class
ES-2015-TC21295139-42228,2015-08-12,2015-08-17,TC-21295139,TEC-MA-6145,364.65,5,149.4,25.57,0,Medium,Standard Class
MX-2015-KC1654018-42166,2015-06-11,2015-06-16,KC-1654018,TEC-CO-3695,488.32,5,150.62,25.562,0.002,Medium,Standard Class
ES-2012-ES1402045-41102,2012-07-12,2012-07-14,ES-1402045,OFF-ST-4061,78.57,5,-6.18,25.56,0.1,High,First Class
CA-2014-CC12610140-41718,2014-03-20,2014-03-25,CC-126101408,OFF-BI-4835,31.09,3,-20.72,1.45,0.7,Medium,Standard Class
MX-2015-PS1897051-42195,2015-07-10,2015-07-14,PS-1897051,TEC-PH-5842,424.1,1,16.96,25.557,0,Medium,Second Class
MX-2015-JE15715143-42320,2015-11-12,2015-11-17,JE-15715143,FUR-CH-5378,368.35,2,18.39,25.555,0.4,Medium,Standard Class
ID-2015-BV11245130-42156,2015-06-01,2015-06-08,BV-11245130,FUR-CH-5794,290.13,3,-91.47,25.55,0.27,Low,Standard Class
IN-2015-Co1264088-42365,2015-12-27,2015-12-31,Co-1264088,TEC-MA-4210,473.85,5,-5.85,25.55,0.17,Medium,Standard Class
IN-2014-FO1430527-41823,2014-07-03,2014-07-05,FO-1430527,FUR-CH-5801,166.56,2,76.56,25.55,0,High,Second Class
ES-2012-JG1531045-41123,2012-08-02,2012-08-06,JG-1531045,TEC-PH-3132,388.16,6,27.26,25.55,0.15,Medium,Standard Class
CA-2014-CC12610140-41923,2014-10-11,2014-10-13,CC-126101404,TEC-PH-4888,15.99,1,-3,1.44,0.2,Medium,First Class
MX-2012-LW1721582-40995,2012-03-27,2012-03-31,LW-1721582,TEC-CO-4777,259.76,3,72.32,25.547,0.002,Medium,Second Class
MX-2014-AJ1096036-41803,2014-06-13,2014-06-15,AJ-1096036,TEC-AC-4166,183.36,3,22.92,25.54,0.2,Critical,Second Class
ID-2014-EB139307-41676,2014-02-06,2014-02-10,EB-139307,TEC-AC-5887,199.26,4,2.1,25.54,0.1,High,Standard Class
IN-2015-NH1861059-42349,2015-12-11,2015-12-16,NH-1861059,OFF-ST-4259,455.97,4,181.29,25.54,0.17,Medium,Standard Class
ZA-2014-JK5730146-41886,2014-09-04,2014-09-10,JK-5730146,FUR-FU-5738,201.48,4,62.4,25.53,0,Medium,Standard Class
MX-2015-NK1849018-42132,2015-05-08,2015-05-12,NK-1849018,FUR-CH-5367,203.14,7,89.32,25.527,0,High,Standard Class
MX-2014-JS1603036-41737,2014-04-08,2014-04-14,JS-1603036,TEC-AC-5897,273.66,2,6.82,25.525,0.2,Medium,Standard Class
ES-2014-CH1207045-41996,2014-12-23,2014-12-26,CH-1207045,OFF-AP-3582,342.63,5,72.33,25.52,0.1,Medium,Second Class
ES-2013-JA15970139-41409,2013-05-15,2013-05-21,JA-15970139,TEC-CO-4769,348.66,2,142.92,25.52,0,Medium,Standard Class
CA-2014-CC12610140-41842,2014-07-22,2014-07-24,CC-126101406,OFF-BI-4348,1.94,1,-1.29,1.04,0.7,Medium,Second Class
CA-2012-CR12625140-41060,2012-05-31,2012-06-05,CR-126251406,OFF-AR-3530,289.2,6,83.87,14.33,0,Medium,Standard Class
IN-2015-NG184307-42322,2015-11-14,2015-11-17,NG-184307,TEC-MA-4193,153.06,1,10.2,25.51,0.1,High,First Class
IT-2015-VG2179064-42218,2015-08-02,2015-08-08,VG-2179064,TEC-CO-3697,294.3,2,138.3,25.51,0,Low,Standard Class
JO-2014-GA472567-41654,2014-01-15,2014-01-20,GA-472567,OFF-ST-4250,157.44,8,24.96,25.5,0,High,Standard Class
ES-2012-SS2059048-41173,2012-09-21,2012-09-28,SS-2059048,OFF-AR-6107,304.38,6,97.38,25.5,0,Low,Standard Class
IZ-2013-BP109561-41492,2013-08-06,2013-08-10,BP-109561,OFF-BI-3712,169.56,6,35.46,25.49,0,High,Standard Class
IN-2015-DM130157-42347,2015-12-09,2015-12-13,DM-130157,TEC-AC-5205,186.79,2,8.29,25.49,0.1,High,Standard Class
IN-2012-HG1496511-41263,2012-12-20,2012-12-27,HG-1496511,FUR-CH-5794,397.44,3,15.84,25.49,0,Medium,Standard Class
CA-2014-CR12625140-41899,2014-09-17,2014-09-19,CR-126251408,FUR-CH-4427,121.78,2,30.45,13.89,0,High,First Class
ES-2013-LT1676545-41415,2013-05-21,2013-05-26,LT-1676545,FUR-FU-3033,333.54,3,156.69,25.49,0,Medium,Standard Class
IN-2014-LS17200102-41909,2014-09-27,2014-10-02,LS-17200102,TEC-MA-4203,416.75,7,99.86,25.49,0.25,Medium,Standard Class
ID-2014-VW2177559-42001,2014-12-28,2015-01-02,VW-2177559,OFF-ST-6262,339.69,2,32.73,25.49,0.17,Medium,Standard Class
